feature,weight
intercept,-0.01881826298682426
CRIM,-0.20008004342908484
ZN,0.009934016832014197
INDUS,0.07165108372413882
CHAS,0.2591788038639988
NOX,-0.196255626147367
RM,0.10150871701368883
AGE,0.053355436357030384
DIS,-0.15367117140878409
RAD,0.16116503089932205
TAX,-0.17158929095773268
PTRATIO,-0.19556859788074957
B,0.09688960562529267
LSTAT,-0.5628363834588397
