feature,shap_importance
feature_3,0.09190462284280826
feature_6,0.05091740319436875
feature_7,0.033764256100227895
feature_10,0.02224479207619975
feature_8,0.014366644099738098
feature_4,0.01435860349931929
feature_9,0.013530935072376635
feature_2,0.006061166272994662
feature_1,0.0036499915303944267
feature_5,0.0032365437936761896
