feature,shap_importance
OverallQual,0.22917728126049042
GrLivArea,0.1739557832479477
TotalBsmtSF,0.07539632171392441
GarageCars,0.059369608759880066
BsmtFinSF1,0.050040435045957565
OverallCond,0.04343103617429733
YearRemodAdd,0.04309530556201935
GarageFinish_Unf,0.037501800805330276
LotArea,0.036683376878499985
GarageArea,0.03289400041103363
GarageYrBlt,0.026742689311504364
YearBuilt,0.026220744475722313
ExterQual_TA,0.02560308203101158
MSZoning_C (all),0.02366776019334793
KitchenQual_TA,0.021448329091072083
CentralAir,0.02064465917646885
Fireplaces,0.020194945856928825
2ndFlrSF,0.01989668980240822
Id,0.019645610824227333
1stFlrSF,0.01583138480782509
WoodDeckSF,0.014764145016670227
MoSold,0.01231403835117817
SaleCondition_Abnorml,0.011555714532732964
MSZoning_RM,0.011426649987697601
Condition1_Norm,0.011401494964957237
OpenPorchSF,0.01043731439858675
BsmtFullBath,0.009352055378258228
Neighborhood_Crawfor,0.009312075562775135
LotFrontage,0.009264401160180569
BsmtUnfSF,0.008917621336877346
Neighborhood_OldTown,0.007361792493611574
ScreenPorch,0.007028850261121988
BsmtQual_Ex,0.006999933626502752
BsmtExposure_No,0.006431725807487965
KitchenQual_Ex,0.005974870175123215
Alley,0.005433935672044754
GarageType_Detchd,0.005406449548900127
Foundation_BrkTil,0.004800353664904833
BsmtExposure_Gd,0.004551800899207592
BsmtFinType1_ALQ,0.004489942453801632
Neighborhood_BrkSide,0.004256932996213436
HeatingQC_TA,0.0037995586171746254
PavedDrive_N,0.003764179302379489
BedroomAbvGr,0.0037155516911298037
LotConfig_CulDSac,0.0034867580980062485
Functional_Typ,0.0033780536614358425
EnclosedPorch,0.0032292671967297792
Neighborhood_Edwards,0.0031882012262940407
LandContour_Bnk,0.0031417659483850002
MSSubClass,0.003128076670691371
BsmtFinType1_GLQ,0.0030902253929525614
GarageFinish_Fin,0.003088775323703885
HalfBath,0.002992840949445963
RoofStyle_Gambrel,0.0028437478467822075
GarageCond_Fa,0.0027592568658292294
TotRmsAbvGrd,0.002758161863312125
Neighborhood_ClearCr,0.0024959994480013847
Exterior1st_Wd Sdng,0.002465606201440096
BsmtCond_TA,0.002304268768057227
Electrical_FuseA,0.0022801165468990803
Condition1_Artery,0.0021539218723773956
MasVnrArea,0.0020821611396968365
ExterCond_Fa,0.0019073241855949163
FireplaceQu_Po,0.0018976337742060423
Neighborhood_MeadowV,0.0018079988658428192
Fence_MnPrv,0.001768683665432036
HouseStyle_SLvl,0.001748081762343645
FullBath,0.0017170069040730596
BsmtHalfBath,0.0016087729018181562
Exterior1st_BrkFace,0.0015799474203959107
Neighborhood_Sawyer,0.0015788378659635782
BsmtFinType1_Rec,0.0015151940751820803
SaleCondition_Partial,0.0014230560045689344
PavedDrive_Y,0.0014094955986365676
MSZoning_FV,0.0013999437214806676
LotConfig_FR2,0.001386901712976396
Neighborhood_Mitchel,0.0012763722334057093
BsmtFinSF2,0.0012675446923822165
GarageQual_Fa,0.001237791613675654
GarageType_Attchd,0.001192872179672122
Exterior1st_HdBoard,0.0011656370479613543
FireplaceQu_Fa,0.0011446840362623334
YrSold,0.001126846531406045
SaleType_New,0.001120998291298747
Condition1_PosN,0.00108280498534441
BsmtFinType1_BLQ,0.0009889760985970497
RoofStyle_Gable,0.0009302476537413895
BsmtFinType2_BLQ,0.0008493488421663642
GarageFinish_RFn,0.0008314982987940311
Neighborhood_Somerst,0.0007951605366542935
Neighborhood_NAmes,0.0007529096910730004
BsmtFinType2_ALQ,0.0007228751783259213
PoolArea,0.0007169105811044574
Fence_GdPrv,0.0007158407825045288
Exterior1st_MetalSd,0.0006985768559388816
MSZoning_RL,0.0006710471934638917
MasVnrType_BrkFace,0.0006637417827732861
Exterior1st_BrkComm,0.000601681531406939
Neighborhood_CollgCr,0.0005778392660431564
MasVnrType_Stone,0.000562206725589931
Functional_Maj2,0.0005417832871899009
Exterior1st_VinylSd,0.0005382107920013368
ExterQual_Gd,0.0005374000174924731
BsmtQual_Gd,0.0005227761575952172
ExterCond_TA,0.0005028197774663568
MSZoning_RH,0.000497149012517184
HeatingQC_Ex,0.00048413226613774896
Neighborhood_StoneBr,0.00042250577826052904
Neighborhood_Gilbert,0.0004183967539574951
SaleCondition_Normal,0.0004120887606404722
Electrical_FuseF,0.00040262509719468653
Exterior2nd_HdBoard,0.000396963267121464
Neighborhood_IDOTRR,0.0003824011655524373
PavedDrive_P,0.000372684677131474
HouseStyle_1Story,0.0003568013780750334
Neighborhood_Veenker,0.00034707190934568644
BsmtExposure_Av,0.0003200683568138629
LandSlope_Gtl,0.00030883392901159823
3SsnPorch,0.0003081527538597584
LotShape_IR1,0.0003057402791455388
LowQualFinSF,0.0002965882886201143
Neighborhood_SWISU,0.0002787891717161983
RoofStyle_Hip,0.0002672643749974668
RoofStyle_Flat,0.0002616554556880146
GarageType_CarPort,0.00025666586589068174
Fence_GdWo,0.0002513472572900355
Electrical_SBrkr,0.00024871015921235085
Exterior2nd_Stucco,0.00023744908685330302
MasVnrType_BrkCmn,0.0002276927698403597
LotConfig_Corner,0.00022132281446829438
LandContour_HLS,0.00021169238607399166
BsmtCond_Fa,0.00020981577108614147
ExterQual_Ex,0.0001923681702464819
LotShape_IR3,0.00017845729598775506
FireplaceQu_Gd,0.00017671631940174848
HouseStyle_2.5Unf,0.00016620343376416713
Foundation_PConc,0.00016525713726878166
LandContour_Lvl,0.00015270498988684267
SaleCondition_Family,0.00015138424350880086
Exterior2nd_Wd Shng,0.00013734173262491822
Exterior1st_CemntBd,0.00013703542936127633
Functional_Mod,0.00013110919098835438
BsmtQual_Fa,0.00011235113925067708
Condition1_Feedr,0.00011117544636363164
HouseStyle_1.5Unf,0.00010856455628527328
LotConfig_FR3,0.0001037001857184805
KitchenQual_Gd,0.00010328619100619107
Neighborhood_NWAmes,9.746233990881592e-05
Exterior1st_AsbShng,9.59733733907342e-05
Exterior2nd_AsbShng,8.573572267778218e-05
Condition1_PosA,8.21431094664149e-05
LandContour_Low,8.167353371391073e-05
HeatingQC_Gd,7.361590542132035e-05
ExterCond_Gd,6.908890645718202e-05
KitchenQual_Fa,6.823926378274336e-05
BsmtExposure_Mn,6.173942529130727e-05
GarageType_Basment,5.62403911317233e-05
MiscVal,5.372184023144655e-05
Exterior1st_Plywood,4.3411531805759296e-05
LotConfig_Inside,4.1913543100235984e-05
Heating_GasA,3.599814590415917e-05
BsmtFinType2_LwQ,3.460880907368846e-05
SaleType_WD,2.825165393005591e-05
LotShape_IR2,2.008651426876895e-05
HeatingQC_Fa,0.0
Street,0.0
Electrical_Mix,0.0
SaleCondition_Alloca,0.0
Electrical_FuseP,0.0
SaleType_Oth,0.0
SaleCondition_AdjLand,0.0
HeatingQC_Po,0.0
SaleType_CWD,0.0
SaleType_ConLw,0.0
GarageType_BuiltIn,0.0
GarageCond_Po,0.0
GarageCond_Gd,0.0
GarageCond_Ex,0.0
GarageQual_TA,0.0
GarageQual_Po,0.0
GarageQual_Gd,0.0
PoolQC_Ex,0.0
GarageQual_Ex,0.0
KitchenAbvGr,0.0
PoolQC_Fa,0.0
PoolQC_Gd,0.0
Heating_OthW,0.0
Utilities,0.0
Fence_MnWw,0.0
SaleType_ConLI,0.0
GarageType_2Types,0.0
FireplaceQu_TA,0.0
MiscFeature_Gar2,0.0
MiscFeature_Shed,0.0
FireplaceQu_Ex,0.0
MiscFeature_TenC,0.0
SaleType_COD,0.0
Functional_Min2,0.0
GarageCond_TA,0.0
Functional_Min1,0.0
SaleType_Con,0.0
SaleType_ConLD,0.0
Functional_Maj1,0.0
Heating_Wall,0.0
Foundation_Wood,0.0
Heating_Grav,0.0
BldgType_Twnhs,0.0
HouseStyle_1.5Fin,0.0
HouseStyle_2.5Fin,0.0
HouseStyle_2Story,0.0
HouseStyle_SFoyer,0.0
Neighborhood_BrDale,0.0
Neighborhood_Blmngtn,0.0
RoofStyle_Mansard,0.0
RoofStyle_Shed,0.0
RoofMatl_ClyTile,0.0
RoofMatl_CompShg,0.0
RoofMatl_Membran,0.0
RoofMatl_Metal,0.0
RoofMatl_Roll,0.0
RoofMatl_Tar&Grv,0.0
RoofMatl_WdShake,0.0
BldgType_TwnhsE,0.0
BldgType_Duplex,0.0
Heating_GasW,0.0
BldgType_2fmCon,0.0
Neighborhood_NoRidge,0.0
Neighborhood_NridgHt,0.0
Neighborhood_SawyerW,0.0
Neighborhood_Timber,0.0
Condition1_RRAe,0.0
Condition1_RRAn,0.0
Condition1_RRNe,0.0
Condition1_RRNn,0.0
Condition2_Artery,0.0
Condition2_Feedr,0.0
Condition2_Norm,0.0
Condition2_RRAe,0.0
Condition2_RRAn,0.0
Condition2_RRNn,0.0
BldgType_1Fam,0.0
RoofMatl_WdShngl,0.0
Exterior1st_AsphShn,0.0
LandSlope_Sev,0.0
Exterior1st_CBlock,0.0
ExterCond_Po,0.0
Foundation_CBlock,0.0
Foundation_Slab,0.0
Foundation_Stone,0.0
Neighborhood_NPkVill,0.0
BsmtQual_TA,0.0
BsmtCond_Gd,0.0
BsmtCond_Po,0.0
LotShape_Reg,0.0
BsmtFinType1_LwQ,0.0
BsmtFinType1_Unf,0.0
BsmtFinType2_GLQ,0.0
BsmtFinType2_Rec,0.0
BsmtFinType2_Unf,0.0
Heating_Floor,0.0
ExterCond_Ex,0.0
ExterQual_Fa,0.0
MasVnrType_None,0.0
Exterior2nd_BrkFace,0.0
Exterior1st_ImStucc,0.0
Exterior1st_Stone,0.0
LandSlope_Mod,0.0
Exterior1st_WdShing,0.0
Exterior2nd_AsphShn,0.0
Exterior2nd_Brk Cmn,0.0
Exterior2nd_CBlock,0.0
Exterior2nd_Wd Sdng,0.0
Exterior2nd_CmentBd,0.0
Exterior2nd_ImStucc,0.0
Exterior2nd_MetalSd,0.0
Exterior2nd_Plywood,0.0
Exterior2nd_Stone,0.0
Exterior2nd_VinylSd,0.0
Exterior1st_Stucco,0.0
