feature,weight
intercept,-0.006385330139573649
CRIM,-0.3197250737680119
ZN,0.06369002995346887
INDUS,0.05070640766076212
CHAS,0.10855061237274059
NOX,-0.13325506924546998
RM,0.08069781435762455
AGE,0.018314004786361776
DIS,-0.20564808234017623
RAD,0.2615722734825602
TAX,-0.24114928894785898
PTRATIO,-0.14643737284654967
B,0.07135809680336533
LSTAT,-0.5689768144984025
