feature,weight
intercept,-0.017677528816862246
CRIM,-0.3051114712876017
ZN,0.01939397623918246
INDUS,0.07579499855097105
CHAS,0.31721343376923766
NOX,-0.209232349288981
RM,0.07935699920691641
AGE,0.03658100943160612
DIS,-0.20230732346085722
RAD,0.2371947349934484
TAX,-0.1990945235196871
PTRATIO,-0.16047108880923394
B,0.053247372267816596
LSTAT,-0.5662565142920569
