feature,weight
intercept,-0.01787601537578351
CRIM,-0.2989319903514102
ZN,0.04069142676777038
INDUS,0.037351387726749674
CHAS,0.24058137359909093
NOX,-0.15284872854678772
RM,0.07746524805750135
AGE,0.0529474961850366
DIS,-0.17712837631043307
RAD,0.3599614058946667
TAX,-0.3171038715177128
PTRATIO,-0.16174447988447496
B,0.06940495067759916
LSTAT,-0.56569025834424
