Learner 1,counter
0.009895662927627558,0
0.004925553321838372,0
0.004361670422553999,0
0.0039909646272658925,0
0.003680710077285765,0
0.0026506231307983127,0
0.002521587562561023,0
0.0020658345460891512,0
0.0008764367818832053,1
0.0003607347965240315,1
-0.001039344191551228,1
