feature,weight
intercept,-1.4912818111112713
age,0.44093874442709835
workclass,-0.09263349319795837
fnlwgt,0.049931599004180066
education,0.059624234829979285
education-num,0.8576472964688657
marital-status,-0.34606885881325256
occupation,0.003488005893651745
relationship,-0.21087389449176103
race,0.11664845729349611
sex,0.42064338134737966
capital-gain,2.3552783262288597
capital-loss,0.26984712418256673
hours-per-week,0.37414121487706864
native-country,0.0012586172922457951
