feature,weight
intercept,-1.498956474378057
age,0.46002613733984726
workclass,-0.08760629617322045
fnlwgt,0.048417993385022395
education,0.07831400623754405
education-num,0.8344313311242475
marital-status,-0.3512562160612323
occupation,-0.050493999141745224
relationship,-0.2000947912381842
race,0.12255502960972928
sex,0.43553592115992334
capital-gain,2.328433767277348
capital-loss,0.2758245836886482
hours-per-week,0.37910972119384084
native-country,0.04034001494625896
