feature,weight
intercept,-1.5124438944167748
age,0.4720931566077643
workclass,-0.0820060018865173
fnlwgt,0.0653490835191002
education,0.038695065716148266
education-num,0.844170867274504
marital-status,-0.34239280586818843
occupation,-0.040330525589661444
relationship,-0.22590250046507565
race,0.11721777514184376
sex,0.40731629301207883
capital-gain,2.274693724082046
capital-loss,0.2794213491628458
hours-per-week,0.3968062145316872
native-country,0.016069329695310722
