feature,shap_importance
feature_5,0.05864043906331062
feature_1,0.05114157497882843
feature_8,0.04947386309504509
feature_7,0.046582866460084915
feature_2,0.046431880444288254
feature_9,0.045389361679553986
feature_6,0.04457705840468407
feature_10,0.04430144652724266
feature_4,0.043197643011808395
feature_3,0.03459719195961952
