feature,weight
intercept,-0.11599494055985822
feature_1,0.028847678656748216
feature_2,-0.0019187795810645181
feature_3,-0.005047405779426682
feature_4,0.12049110090816334
feature_5,0.017233286087105195
feature_6,0.009710484611809159
feature_7,0.02504998970350899
feature_8,0.0678049945565572
feature_9,-0.07333456176969186
feature_10,-0.026752647575501342
