,setosa,versicolor,virginica
intercept,-0.0812737523802902,1.850350049701586,-1.7690762973212963
sepal length (cm),-1.009475633674658,0.4421534751904856,0.5673221584841714
sepal width (cm),1.085830982618265,-0.35213705788461946,-0.7336939247336435
petal length (cm),-1.7435310659394445,-0.28251108064810243,2.0260421465875442
petal width (cm),-1.6510156675094074,-0.6698545801964568,2.3208702477058627
