feature,weight
intercept,0.3479988192499844
feature_1,0.2908615232729942
feature_2,-0.4034713453149925
feature_3,-0.2701229256824689
feature_4,-0.010031865070793755
feature_5,-0.004771856762475687
feature_6,0.04381836897351429
feature_7,0.2728865011568515
feature_8,-0.45803866138996907
feature_9,0.05940815781109273
feature_10,0.01107637754749506
