feature,mean_importance
ZN,0.0
INDUS,0.0
CHAS,0.0
NOX,0.0
AGE,0.0
RAD,0.0
TAX,0.0
B,0.0
CRIM,4.072551428154137
PTRATIO,9.290474589715213
DIS,13.41881282580049
LSTAT,42.88489797560148
RM,63.352497049469946
